output_filename,split,category,dataset_id,subject_id,finger_id,acquisition_id,view_index,source_path,source_extension,bright_transform_applied
img_000017.jpg,train,front,DS3,139,10,1,0,D:\contactless biome\contactless-biometric\dataset\DS3\139\raw\139_10_1_0.jpg,.jpg,false
img_000018.jpg,train,bright_overexposed,DS1,1,7,2,1,D:\contactless biome\contactless-biometric\dataset\DS1\1\raw\1_7_2_1.jpg,.jpg,true
img_000019.jpg,train,right_side,DS3,104,7,1,2,D:\contactless biome\contactless-biometric\dataset\DS3\104\raw\104_7_1_2.jpg,.jpg,false
img_000020.jpg,train,left_side,DS2,76,3,2,1,D:\contactless biome\contactless-biometric\dataset\DS2\76\raw\76_3_2_1.jpg,.jpg,false
img_000021.jpg,train,bright_overexposed,DS3,101,4,3,0,D:\contactless biome\contactless-biometric\dataset\DS3\101\raw\101_4_3_0.jpg,.jpg,true
img_000022.jpg,train,right_side,DS2,60,6,2,2,D:\contactless biome\contactless-biometric\dataset\DS2\60\raw\60_6_2_2.jpg,.jpg,false
img_000023.jpg,train,front,DS2,53,8,2,0,D:\contactless biome\contactless-biometric\dataset\DS2\53\raw\53_8_2_0.jpg,.jpg,false
img_000024.jpg,train,bright_overexposed,DS1,36,4,1,1,D:\contactless biome\contactless-biometric\dataset\DS1\36\raw\36_4_1_1.jpg,.jpg,true
img_000025.jpg,train,left_side,DS1,20,7,2,1,D:\contactless biome\contactless-biometric\dataset\DS1\20\raw\20_7_2_1.jpg,.jpg,false
img_000026.jpg,train,right_side,DS2,77,3,2,2,D:\contactless biome\contactless-biometric\dataset\DS2\77\raw\77_3_2_2.jpg,.jpg,false
img_000027.jpg,train,front,DS2,83,6,1,0,D:\contactless biome\contactless-biometric\dataset\DS2\83\raw\83_6_1_0.jpg,.jpg,false
img_000028.jpg,train,bright_overexposed,DS2,82,9,2,0,D:\contactless biome\contactless-biometric\dataset\DS2\82\raw\82_9_2_0.jpg,.jpg,true
img_000003.jpg,val,left_side,DS3,135,5,2,1,D:\contactless biome\contactless-biometric\dataset\DS3\135\raw\135_5_2_1.jpg,.jpg,false
img_000004.jpg,val,left_side,DS2,68,7,2,1,D:\contactless biome\contactless-biometric\dataset\DS2\68\raw\68_7_2_1.jpg,.jpg,false
img_000029.jpg,train,left_side,DS3,122,1,2,1,D:\contactless biome\contactless-biometric\dataset\DS3\122\raw\122_1_2_1.jpg,.jpg,false
img_000005.jpg,val,dark_low_contrast,DS2,76,10,1,3,D:\contactless biome\contactless-biometric\dataset\DS2\76\raw\76_10_1_3.jpg,.jpg,false
img_000030.jpg,train,front,DS2,58,6,2,0,D:\contactless biome\contactless-biometric\dataset\DS2\58\raw\58_6_2_0.jpg,.jpg,false
img_000031.jpg,train,left_side,DS3,128,4,2,1,D:\contactless biome\contactless-biometric\dataset\DS3\128\raw\128_4_2_1.jpg,.jpg,false
img_000032.jpg,train,front,DS2,62,2,2,0,D:\contactless biome\contactless-biometric\dataset\DS2\62\raw\62_2_2_0.jpg,.jpg,false
img_000033.jpg,train,front,DS2,54,5,2,0,D:\contactless biome\contactless-biometric\dataset\DS2\54\raw\54_5_2_0.jpg,.jpg,false
img_000034.jpg,train,right_side,DS1,10,1,1,2,D:\contactless biome\contactless-biometric\dataset\DS1\10\raw\10_1_1_2.jpg,.jpg,false
img_000035.jpg,train,dark_low_contrast,DS2,52,8,3,3,D:\contactless biome\contactless-biometric\dataset\DS2\52\raw\52_8_3_3.jpg,.jpg,false
img_000036.jpg,train,bright_overexposed,DS3,136,9,1,1,D:\contactless biome\contactless-biometric\dataset\DS3\136\raw\136_9_1_1.jpg,.jpg,true
img_000037.jpg,train,right_side,DS3,150,4,2,2,D:\contactless biome\contactless-biometric\dataset\DS3\150\raw\150_4_2_2.jpg,.jpg,false
img_000038.jpg,train,right_side,DS1,26,3,1,2,D:\contactless biome\contactless-biometric\dataset\DS1\26\raw\26_3_1_2.jpg,.jpg,false
img_000006.jpg,val,dark_low_contrast,DS2,65,9,2,3,D:\contactless biome\contactless-biometric\dataset\DS2\65\raw\65_9_2_3.jpg,.jpg,false
img_000039.jpg,train,right_side,DS1,19,2,1,2,D:\contactless biome\contactless-biometric\dataset\DS1\19\raw\19_2_1_2.jpg,.jpg,false
img_000040.jpg,train,right_side,DS3,136,5,1,2,D:\contactless biome\contactless-biometric\dataset\DS3\136\raw\136_5_1_2.jpg,.jpg,false
img_000041.jpg,train,left_side,DS2,66,2,1,1,D:\contactless biome\contactless-biometric\dataset\DS2\66\raw\66_2_1_1.jpg,.jpg,false
img_000042.jpg,train,dark_low_contrast,DS2,62,4,2,5,D:\contactless biome\contactless-biometric\dataset\DS2\62\raw\62_4_2_5.jpg,.jpg,false
img_000043.jpg,train,left_side,DS2,85,2,2,1,D:\contactless biome\contactless-biometric\dataset\DS2\85\raw\85_2_2_1.jpg,.jpg,false
img_000044.jpg,train,front,DS3,129,2,1,0,D:\contactless biome\contactless-biometric\dataset\DS3\129\raw\129_2_1_0.jpg,.jpg,false
img_000045.jpg,train,dark_low_contrast,DS3,105,9,2,4,D:\contactless biome\contactless-biometric\dataset\DS3\105\raw\105_9_2_4.jpg,.jpg,false
img_000046.jpg,train,left_side,DS2,52,8,2,1,D:\contactless biome\contactless-biometric\dataset\DS2\52\raw\52_8_2_1.jpg,.jpg,false
img_000047.jpg,train,dark_low_contrast,DS3,135,3,1,4,D:\contactless biome\contactless-biometric\dataset\DS3\135\raw\135_3_1_4.jpg,.jpg,false
img_000048.jpg,train,front,DS3,112,10,1,0,D:\contactless biome\contactless-biometric\dataset\DS3\112\raw\112_10_1_0.jpg,.jpg,false
img_000049.jpg,train,front,DS3,128,10,2,0,D:\contactless biome\contactless-biometric\dataset\DS3\128\raw\128_10_2_0.jpg,.jpg,false
img_000050.jpg,train,front,DS1,13,4,2,0,D:\contactless biome\contactless-biometric\dataset\DS1\13\raw\13_4_2_0.jpg,.jpg,false
img_000007.jpg,val,front,DS2,74,2,2,0,D:\contactless biome\contactless-biometric\dataset\DS2\74\raw\74_2_2_0.jpg,.jpg,false
img_000051.jpg,train,front,DS1,14,7,1,0,D:\contactless biome\contactless-biometric\dataset\DS1\14\raw\14_7_1_0.jpg,.jpg,false
img_000008.jpg,val,front,DS1,19,6,2,0,D:\contactless biome\contactless-biometric\dataset\DS1\19\raw\19_6_2_0.jpg,.jpg,false
img_000009.jpg,val,front,DS2,64,9,2,0,D:\contactless biome\contactless-biometric\dataset\DS2\64\raw\64_9_2_0.jpg,.jpg,false
img_000052.jpg,train,bright_overexposed,DS3,127,4,1,1,D:\contactless biome\contactless-biometric\dataset\DS3\127\raw\127_4_1_1.jpg,.jpg,true
img_000053.jpg,train,left_side,DS3,137,10,2,1,D:\contactless biome\contactless-biometric\dataset\DS3\137\raw\137_10_2_1.jpg,.jpg,false
img_000054.jpg,train,dark_low_contrast,DS1,31,8,2,3,D:\contactless biome\contactless-biometric\dataset\DS1\31\raw\31_8_2_3.jpg,.jpg,false
img_000055.jpg,train,right_side,DS3,138,4,2,2,D:\contactless biome\contactless-biometric\dataset\DS3\138\raw\138_4_2_2.jpg,.jpg,false
img_000056.jpg,train,left_side,DS3,134,6,2,1,D:\contactless biome\contactless-biometric\dataset\DS3\134\raw\134_6_2_1.jpg,.jpg,false
img_000057.jpg,train,left_side,DS1,22,7,1,1,D:\contactless biome\contactless-biometric\dataset\DS1\22\raw\22_7_1_1.jpg,.jpg,false
img_000010.jpg,val,right_side,DS1,12,8,2,2,D:\contactless biome\contactless-biometric\dataset\DS1\12\raw\12_8_2_2.jpg,.jpg,false
img_000058.jpg,train,front,DS3,106,1,2,0,D:\contactless biome\contactless-biometric\dataset\DS3\106\raw\106_1_2_0.jpg,.jpg,false
img_000011.jpg,val,front,DS3,107,5,1,0,D:\contactless biome\contactless-biometric\dataset\DS3\107\raw\107_5_1_0.jpg,.jpg,false
img_000059.jpg,train,left_side,DS3,110,1,3,1,D:\contactless biome\contactless-biometric\dataset\DS3\110\raw\110_1_3_1.jpg,.jpg,false
img_000012.jpg,val,left_side,DS2,94,2,2,1,D:\contactless biome\contactless-biometric\dataset\DS2\94\raw\94_2_2_1.jpg,.jpg,false
img_000013.jpg,val,front,DS2,75,10,1,0,D:\contactless biome\contactless-biometric\dataset\DS2\75\raw\75_10_1_0.jpg,.jpg,false
img_000060.jpg,train,front,DS3,131,6,1,0,D:\contactless biome\contactless-biometric\dataset\DS3\131\raw\131_6_1_0.jpg,.jpg,false
img_000061.jpg,train,right_side,DS3,105,3,1,2,D:\contactless biome\contactless-biometric\dataset\DS3\105\raw\105_3_1_2.jpg,.jpg,false
img_000014.jpg,val,bright_overexposed,DS3,101,6,1,2,D:\contactless biome\contactless-biometric\dataset\DS3\101\raw\101_6_1_2.jpg,.jpg,true
img_000062.jpg,train,right_side,DS2,58,10,2,2,D:\contactless biome\contactless-biometric\dataset\DS2\58\raw\58_10_2_2.jpg,.jpg,false
img_000063.jpg,train,front,DS1,32,1,1,0,D:\contactless biome\contactless-biometric\dataset\DS1\32\raw\32_1_1_0.jpg,.jpg,false
img_000064.jpg,train,bright_overexposed,DS3,122,5,1,0,D:\contactless biome\contactless-biometric\dataset\DS3\122\raw\122_5_1_0.jpg,.jpg,true
img_000065.jpg,train,front,DS2,70,6,1,0,D:\contactless biome\contactless-biometric\dataset\DS2\70\raw\70_6_1_0.jpg,.jpg,false
img_000066.jpg,train,front,DS3,131,3,1,0,D:\contactless biome\contactless-biometric\dataset\DS3\131\raw\131_3_1_0.jpg,.jpg,false
img_000067.jpg,train,left_side,DS3,110,1,2,1,D:\contactless biome\contactless-biometric\dataset\DS3\110\raw\110_1_2_1.jpg,.jpg,false
img_000068.jpg,train,right_side,DS1,30,3,1,2,D:\contactless biome\contactless-biometric\dataset\DS1\30\raw\30_3_1_2.jpg,.jpg,false
img_000069.jpg,train,front,DS2,94,5,1,0,D:\contactless biome\contactless-biometric\dataset\DS2\94\raw\94_5_1_0.jpg,.jpg,false
img_000070.jpg,train,front,DS3,119,1,1,0,D:\contactless biome\contactless-biometric\dataset\DS3\119\raw\119_1_1_0.jpg,.jpg,false
img_000071.jpg,train,front,DS2,99,2,2,0,D:\contactless biome\contactless-biometric\dataset\DS2\99\raw\99_2_2_0.jpg,.jpg,false
img_000072.jpg,train,dark_low_contrast,DS3,106,2,2,3,D:\contactless biome\contactless-biometric\dataset\DS3\106\raw\106_2_2_3.jpg,.jpg,false
img_000073.jpg,train,bright_overexposed,DS3,102,4,2,0,D:\contactless biome\contactless-biometric\dataset\DS3\102\raw\102_4_2_0.jpg,.jpg,true
img_000074.jpg,train,right_side,DS2,69,6,3,2,D:\contactless biome\contactless-biometric\dataset\DS2\69\raw\69_6_3_2.jpg,.jpg,false
img_000015.jpg,val,right_side,DS3,104,6,1,2,D:\contactless biome\contactless-biometric\dataset\DS3\104\raw\104_6_1_2.jpg,.jpg,false
img_000075.jpg,train,front,DS3,145,3,2,0,D:\contactless biome\contactless-biometric\dataset\DS3\145\raw\145_3_2_0.jpg,.jpg,false
img_000076.jpg,train,front,DS3,137,9,3,0,D:\contactless biome\contactless-biometric\dataset\DS3\137\raw\137_9_3_0.jpg,.jpg,false
img_000016.jpg,val,front,DS3,137,1,2,0,D:\contactless biome\contactless-biometric\dataset\DS3\137\raw\137_1_2_0.jpg,.jpg,false
img_000077.jpg,train,left_side,DS3,148,6,2,1,D:\contactless biome\contactless-biometric\dataset\DS3\148\raw\148_6_2_1.jpg,.jpg,false
img_000078.jpg,train,left_side,DS3,134,9,2,1,D:\contactless biome\contactless-biometric\dataset\DS3\134\raw\134_9_2_1.jpg,.jpg,false
img_000079.jpg,train,right_side,DS2,54,9,2,2,D:\contactless biome\contactless-biometric\dataset\DS2\54\raw\54_9_2_2.jpg,.jpg,false
img_000080.jpg,train,dark_low_contrast,DS2,79,2,1,5,D:\contactless biome\contactless-biometric\dataset\DS2\79\raw\79_2_1_5.jpg,.jpg,false
img_000081.jpg,train,left_side,DS2,52,1,3,1,D:\contactless biome\contactless-biometric\dataset\DS2\52\raw\52_1_3_1.jpg,.jpg,false
img_000082.jpg,train,front,DS1,18,1,1,0,D:\contactless biome\contactless-biometric\dataset\DS1\18\raw\18_1_1_0.jpg,.jpg,false
img_000017.jpg,val,front,DS2,70,5,1,0,D:\contactless biome\contactless-biometric\dataset\DS2\70\raw\70_5_1_0.jpg,.jpg,false
img_000083.jpg,train,bright_overexposed,DS2,56,9,1,0,D:\contactless biome\contactless-biometric\dataset\DS2\56\raw\56_9_1_0.jpg,.jpg,true
img_000084.jpg,train,bright_overexposed,DS3,118,1,2,2,D:\contactless biome\contactless-biometric\dataset\DS3\118\raw\118_1_2_2.jpg,.jpg,true
img_000085.jpg,train,left_side,DS3,123,10,2,1,D:\contactless biome\contactless-biometric\dataset\DS3\123\raw\123_10_2_1.jpg,.jpg,false
img_000086.jpg,train,front,DS2,60,9,1,0,D:\contactless biome\contactless-biometric\dataset\DS2\60\raw\60_9_1_0.jpg,.jpg,false
img_000018.jpg,val,dark_low_contrast,DS2,63,8,3,5,D:\contactless biome\contactless-biometric\dataset\DS2\63\raw\63_8_3_5.jpg,.jpg,false
img_000019.jpg,val,right_side,DS1,27,9,1,2,D:\contactless biome\contactless-biometric\dataset\DS1\27\raw\27_9_1_2.jpg,.jpg,false
img_000020.jpg,val,right_side,DS3,121,4,1,2,D:\contactless biome\contactless-biometric\dataset\DS3\121\raw\121_4_1_2.jpg,.jpg,false
img_000021.jpg,val,left_side,DS3,128,1,2,1,D:\contactless biome\contactless-biometric\dataset\DS3\128\raw\128_1_2_1.jpg,.jpg,false
img_000022.jpg,val,right_side,DS2,87,1,1,2,D:\contactless biome\contactless-biometric\dataset\DS2\87\raw\87_1_1_2.jpg,.jpg,false
img_000087.jpg,train,left_side,DS2,75,6,1,1,D:\contactless biome\contactless-biometric\dataset\DS2\75\raw\75_6_1_1.jpg,.jpg,false
img_000088.jpg,train,front,DS3,116,9,2,0,D:\contactless biome\contactless-biometric\dataset\DS3\116\raw\116_9_2_0.jpg,.jpg,false
img_000089.jpg,train,right_side,DS2,52,5,1,2,D:\contactless biome\contactless-biometric\dataset\DS2\52\raw\52_5_1_2.jpg,.jpg,false
img_000090.jpg,train,front,DS3,125,1,2,0,D:\contactless biome\contactless-biometric\dataset\DS3\125\raw\125_1_2_0.jpg,.jpg,false
img_000023.jpg,val,left_side,DS3,115,3,1,1,D:\contactless biome\contactless-biometric\dataset\DS3\115\raw\115_3_1_1.jpg,.jpg,false
img_000091.jpg,train,right_side,DS3,144,5,1,2,D:\contactless biome\contactless-biometric\dataset\DS3\144\raw\144_5_1_2.jpg,.jpg,false
img_000024.jpg,val,bright_overexposed,DS2,57,10,2,0,D:\contactless biome\contactless-biometric\dataset\DS2\57\raw\57_10_2_0.jpg,.jpg,true
img_000025.jpg,val,right_side,DS3,150,8,2,2,D:\contactless biome\contactless-biometric\dataset\DS3\150\raw\150_8_2_2.jpg,.jpg,false
img_000092.jpg,train,front,DS3,125,8,1,0,D:\contactless biome\contactless-biometric\dataset\DS3\125\raw\125_8_1_0.jpg,.jpg,false
img_000026.jpg,val,right_side,DS1,26,5,2,2,D:\contactless biome\contactless-biometric\dataset\DS1\26\raw\26_5_2_2.jpg,.jpg,false
img_000093.jpg,train,left_side,DS3,131,8,2,1,D:\contactless biome\contactless-biometric\dataset\DS3\131\raw\131_8_2_1.jpg,.jpg,false
img_000094.jpg,train,bright_overexposed,DS2,75,6,2,2,D:\contactless biome\contactless-biometric\dataset\DS2\75\raw\75_6_2_2.jpg,.jpg,true
img_000095.jpg,train,right_side,DS1,13,10,2,2,D:\contactless biome\contactless-biometric\dataset\DS1\13\raw\13_10_2_2.jpg,.jpg,false
img_000096.jpg,train,right_side,DS1,16,5,1,2,D:\contactless biome\contactless-biometric\dataset\DS1\16\raw\16_5_1_2.jpg,.jpg,false
img_000097.jpg,train,left_side,DS1,30,6,2,1,D:\contactless biome\contactless-biometric\dataset\DS1\30\raw\30_6_2_1.jpg,.jpg,false
img_000098.jpg,train,dark_low_contrast,DS3,115,2,1,5,D:\contactless biome\contactless-biometric\dataset\DS3\115\raw\115_2_1_5.jpg,.jpg,false
img_000027.jpg,val,left_side,DS2,82,6,2,1,D:\contactless biome\contactless-biometric\dataset\DS2\82\raw\82_6_2_1.jpg,.jpg,false
img_000028.jpg,val,front,DS2,86,1,1,0,D:\contactless biome\contactless-biometric\dataset\DS2\86\raw\86_1_1_0.jpg,.jpg,false
img_000099.jpg,train,front,DS1,17,9,1,0,D:\contactless biome\contactless-biometric\dataset\DS1\17\raw\17_9_1_0.jpg,.jpg,false
img_000100.jpg,train,right_side,DS2,80,6,1,2,D:\contactless biome\contactless-biometric\dataset\DS2\80\raw\80_6_1_2.jpg,.jpg,false
img_000101.jpg,train,left_side,DS1,13,1,1,1,D:\contactless biome\contactless-biometric\dataset\DS1\13\raw\13_1_1_1.jpg,.jpg,false
img_000102.jpg,train,front,DS1,20,4,2,0,D:\contactless biome\contactless-biometric\dataset\DS1\20\raw\20_4_2_0.jpg,.jpg,false
img_000103.jpg,train,front,DS3,108,3,1,0,D:\contactless biome\contactless-biometric\dataset\DS3\108\raw\108_3_1_0.jpg,.jpg,false
img_000029.jpg,val,bright_overexposed,DS2,90,4,2,0,D:\contactless biome\contactless-biometric\dataset\DS2\90\raw\90_4_2_0.jpg,.jpg,true
img_000104.jpg,train,front,DS3,149,8,2,0,D:\contactless biome\contactless-biometric\dataset\DS3\149\raw\149_8_2_0.jpg,.jpg,false
img_000105.jpg,train,dark_low_contrast,DS3,108,10,2,3,D:\contactless biome\contactless-biometric\dataset\DS3\108\raw\108_10_2_3.jpg,.jpg,false
img_000106.jpg,train,right_side,DS2,100,1,1,2,D:\contactless biome\contactless-biometric\dataset\DS2\100\raw\100_1_1_2.jpg,.jpg,false
img_000107.jpg,train,front,DS3,107,10,2,0,D:\contactless biome\contactless-biometric\dataset\DS3\107\raw\107_10_2_0.jpg,.jpg,false
img_000108.jpg,train,front,DS3,125,1,1,0,D:\contactless biome\contactless-biometric\dataset\DS3\125\raw\125_1_1_0.jpg,.jpg,false
img_000109.jpg,train,right_side,DS3,126,4,2,2,D:\contactless biome\contactless-biometric\dataset\DS3\126\raw\126_4_2_2.jpg,.jpg,false
img_000110.jpg,train,front,DS1,23,1,2,0,D:\contactless biome\contactless-biometric\dataset\DS1\23\raw\23_1_2_0.jpg,.jpg,false
img_000111.jpg,train,front,DS2,77,3,2,0,D:\contactless biome\contactless-biometric\dataset\DS2\77\raw\77_3_2_0.jpg,.jpg,false
img_000112.jpg,train,left_side,DS3,137,3,1,1,D:\contactless biome\contactless-biometric\dataset\DS3\137\raw\137_3_1_1.jpg,.jpg,false
img_000113.jpg,train,front,DS3,117,8,1,0,D:\contactless biome\contactless-biometric\dataset\DS3\117\raw\117_8_1_0.jpg,.jpg,false
img_000114.jpg,train,left_side,DS3,145,10,2,1,D:\contactless biome\contactless-biometric\dataset\DS3\145\raw\145_10_2_1.jpg,.jpg,false
img_000115.jpg,train,left_side,DS3,121,5,2,1,D:\contactless biome\contactless-biometric\dataset\DS3\121\raw\121_5_2_1.jpg,.jpg,false
img_000116.jpg,train,left_side,DS3,116,1,2,1,D:\contactless biome\contactless-biometric\dataset\DS3\116\raw\116_1_2_1.jpg,.jpg,false
img_000117.jpg,train,front,DS3,136,4,2,0,D:\contactless biome\contactless-biometric\dataset\DS3\136\raw\136_4_2_0.jpg,.jpg,false
img_000118.jpg,train,right_side,DS2,56,7,1,2,D:\contactless biome\contactless-biometric\dataset\DS2\56\raw\56_7_1_2.jpg,.jpg,false
img_000119.jpg,train,left_side,DS3,146,9,1,1,D:\contactless biome\contactless-biometric\dataset\DS3\146\raw\146_9_1_1.jpg,.jpg,false
img_000120.jpg,train,left_side,DS3,121,6,1,1,D:\contactless biome\contactless-biometric\dataset\DS3\121\raw\121_6_1_1.jpg,.jpg,false
img_000030.jpg,val,front,DS2,53,3,1,0,D:\contactless biome\contactless-biometric\dataset\DS2\53\raw\53_3_1_0.jpg,.jpg,false
